Name,Description,Date,Price,"Sort Order","Front End Visibility","Max. Number of Registrants","Event Type"
"16 Hour On-the-Job Training Course for Security Guards","This is a 16 hour course that must be completed within 90 days of employment as a security guard.  The course provides the student with detailed information on the duties and responsibilities a security guard.  Topics covered in this course include the role of the security guard, legal powers and limitations, emergency situations, communications and public relations, access control, ethics and conduct, incident command system, and terrorism.  The passing of an examination is required for successful completion of this course.",2012-01-01,100,1,1,10,"Security Guard Training"
